zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,daysOnZillow,zestimate,rentZestimate,timeOnZillow,taxAssessedValue,lotAreaValue,dateSold,CalendarYear built,Price Square FeetPrice/sqft,HasFlooring,HasHeating,HasCooling,GarageSpaces,HasLaundary,FirePlaces,HasPool,HasSecurity,Stories,Livability,Crime,Employment,Housing,Schools
18439759,408 Deerhill Dr,94583,San Ramon,CA,37.776003,-121.991775,1484750.0,3,4,2066.0,SINGLE_FAMILY,1,1572100.0,4128.0,2021-09-23 08:08:11.000000,475685.0,5110.0,1997-10-31 08:00:00.000000,1997,719.0,Yes,Yes,Yes,2,Yes,1,No,Yes,2,86,A+,A,C-,A+
18447448,3113 Kittery Ave,94583,San Ramon,CA,37.743756,-121.94349,1265000.0,2,4,1453.0,SINGLE_FAMILY,1,1344200.0,3728.0,2021-09-23 06:48:11.000000,84482.0,7000.0,2021-07-23 07:00:00.000000,1971,871.0,Yes,Yes,Yes,2,Yes,1,No,Yes,1,86,A+,A,C-,A+
166400649,1293 Bayberry View Ln,94582,San Ramon,CA,37.76404,-121.913829,1788000.0,5,4,2921.0,SINGLE_FAMILY,1,1916900.0,5469.0,2021-09-23 04:28:17.000000,1324840.0,6356.0,2016-06-30 07:00:00.000000,2015,612.0,Yes,Yes,Yes,2,Yes,0,Yes,Yes,3,86,A+,A,C-,A+
18449940,624 Norris Canyon Ter,94583,San Ramon,CA,37.779352,-121.96121000000001,665000.0,2,2,1007.0,CONDO,2,665000.0,2759.0,2021-09-23 00:23:16.000000,562905.0,286533.7060621498,2016-10-31 07:00:00.000000,1997,660.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,86,A+,A,C-,A+
18450138,610 Canyon Woods Ct APT B,94582,San Ramon,CA,37.764439,-121.94918100000001,674900.0,2,2,1031.0,CONDO,2,694500.0,2932.0,2021-09-22 23:08:14.000000,527397.0,286533.7060621498,2015-01-08 08:00:00.000000,1986,655.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,86,A+,A,C-,A+
68034427,724 Ardleigh Ct,94583,San Ramon,CA,37.748557,-121.99602800000001,2795000.0,5,5,5880.0,SINGLE_FAMILY,2,2795000.0,2499.0,2021-09-22 22:23:14.000000,2026022.0,18900.000000000004,2005-04-13 07:00:00.000000,2004,475.0,Yes,Yes,Yes,3,Yes,2,Yes,Yes,0,86,A+,A,C-,A+
18440900,2717 Fountainhead Dr,94583,San Ramon,CA,37.769846,-121.99043300000001,769000.0,2,3,1158.0,CONDO,3,804200.0,2996.0,2021-09-21 07:10:19.000000,610081.0,1440.0,2017-06-23 07:00:00.000000,1973,664.0,Yes,Yes,Yes,1,Yes,0,Yes,Yes,1,86,A+,A,C-,A+
68042740,274 S Overlook Dr,94582,San Ramon,CA,37.767191,-121.94540500000001,475000.0,1,1,778.0,CONDO,5,489500.0,2446.0,2021-09-20 01:38:06.000000,469098.0,286533.7060621498,2006-07-31 07:00:00.000000,1988,611.0,Yes,Yes,Yes,1,Yes,1,Yes,No,1,86,A+,A,C-,A+
68034754,1254 Bellingham Sq,94582,San Ramon,CA,37.765564000000005,-121.898474,1999000.0,5,4,3836.0,SINGLE_FAMILY,6,2232000.0,6160.0,2021-09-18 22:38:06.000000,1328615.0,6739.0,2003-09-19 07:00:00.000000,2003,521.0,Yes,Yes,Yes,3,Yes,2,No,No,2,86,A+,A,C-,A+
166133202,1110 Trumpet Vine Ln,94582,San Ramon,CA,37.754721999999994,-121.91779,1599000.0,3,4,2353.0,SINGLE_FAMILY,6,1727900.0,4467.0,2021-09-18 09:33:11.000000,1139535.0,3034.0,2021-06-10 07:00:00.000000,2016,680.0,Yes,Yes,Yes,2,Yes,0,No,Yes,2,86,A+,A,C-,A+
18450984,3839 Crow Canyon Rd,94582,San Ramon,CA,37.785895000000004,-121.952244,699000.0,2,2,1107.0,CONDO,6,699000.0,3288.0,2021-09-18 07:43:08.000000,426260.0,286533.7060621498,2010-07-21 07:00:00.000000,1988,631.0,Yes,Yes,Yes,1,Yes,1,Yes,No,1,86,A+,A,C-,A+
72549908,120 Reflections Dr APT 22,94583,San Ramon,CA,37.762615999999994,-121.949974,439000.0,1,1,474.0,CONDO,7,414900.0,1991.0,2021-09-18 01:43:08.000000,349382.0,286533.7060621498,2020-05-28 07:00:00.000000,1988,926.0,Yes,Yes,Yes,0,Yes,0,Yes,Yes,1,86,A+,A,C-,A+
68042652,146 Copper Ridge Rd,94582,San Ramon,CA,37.769526,-121.946725,498000.0,1,1,778.0,CONDO,7,498000.0,2451.0,2021-09-17 21:18:13.000000,272686.0,286533.7060621498,2011-08-26 07:00:00.000000,1988,640.0,Yes,Yes,Yes,1,Yes,1,Yes,No,2,86,A+,A,C-,A+
2077849516,"RESIDENCE THREE X Plan, The Preserve : Ridgeview",94583,San Ramon,CA,37.7798,-121.9931,1198880.0,2,3,2478.0,TOWNHOUSE,7,1198880.0,2700.0,2021-09-17 16:16:00.000000,514005.0,286533.7060621498,,2021,484.0,No,No,No,2,No,0,No,No,0,86,A+,A,C-,A+
18443670,7478 Blue Fox Way,94583,San Ramon,CA,37.729209999999995,-121.938938,1298000.0,2,3,1572.0,SINGLE_FAMILY,7,1363100.0,3800.0,2021-09-17 02:53:09.000000,641303.0,7000.0,2002-01-24 08:00:00.000000,1964,826.0,Yes,Yes,Yes,2,Yes,2,No,No,1,86,A+,A,C-,A+
124734399,4933 Ivyleaf Springs Rd,94582,San Ramon,CA,37.759692,-121.914969,1549900.0,4,4,2217.0,SINGLE_FAMILY,7,1656700.0,4405.0,2021-09-17 02:33:14.000000,1026094.0,2625.0,2016-11-29 08:00:00.000000,2014,699.0,Yes,Yes,Yes,2,Yes,0,Yes,Yes,2,86,A+,A,C-,A+
18450822,3056 Lakemont Dr UNIT 5,94582,San Ramon,CA,37.780202,-121.95141699999999,995000.0,2,3,1932.0,CONDO,8,1021600.0,3999.0,2021-09-16 14:38:00.000000,439929.0,286533.7060621498,,1987,515.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,86,A+,A,C-,A+
18441500,2671 Marsh Dr,94583,San Ramon,CA,37.766165,-121.977566,928000.0,3,4,1965.0,TOWNHOUSE,8,970100.0,4099.0,2021-09-16 04:13:13.000000,808995.0,2184.0,2018-08-20 07:00:00.000000,1977,472.0,Yes,Yes,Yes,2,Yes,1,Yes,Yes,2,86,A+,A,C-,A+
122010464,1345 Bayberry View Ln,94582,San Ramon,CA,37.764638,-121.914422,1600000.0,4,4,2501.0,SINGLE_FAMILY,9,1668984.0,4496.0,2021-09-15 18:42:00.000000,1259767.0,3537.0,2016-06-30 07:00:00.000000,2015,640.0,Yes,Yes,Yes,2,No,0,No,No,0,86,A+,A,C-,A+
2078231660,"RESIDENCE THREE Plan, The Preserve : Ridgeview",94583,San Ramon,CA,37.7798,-121.9931,1198880.0,2,3,2478.0,TOWNHOUSE,9,1198880.0,3535.0,2021-09-15 16:16:00.000000,514005.0,286533.7060621498,,2021,484.0,No,No,No,2,No,0,No,No,0,86,A+,A,C-,A+
18443843,16 Helix Ct,94583,San Ramon,CA,37.729786,-121.92429299999999,849999.0,2,2,1165.0,SINGLE_FAMILY,9,865000.0,2934.0,2021-09-15 05:43:08.000000,712500.0,6300.0,2020-11-06 08:00:00.000000,1963,730.0,Yes,Yes,Yes,1,Yes,1,No,Yes,1,86,A+,A,C-,A+
82863007,5024 Campion Dr,94582,San Ramon,CA,37.772936,-121.909043,1899000.0,4,4,2801.0,SINGLE_FAMILY,10,1997400.0,4866.0,2021-09-15 01:33:09.000000,1089956.0,4300.0,2010-03-26 07:00:00.000000,2007,678.0,Yes,Yes,Yes,2,Yes,1,No,Yes,2,86,A+,A,C-,A+
2078237164,"RESIDENCE TWO Plan, The Preserve : Ridgeview",94583,San Ramon,CA,37.7798,-121.9931,1087880.0,2,3,1667.0,TOWNHOUSE,12,1087880.0,2700.0,2021-09-12 16:16:00.000000,514005.0,286533.7060621498,,2021,653.0,No,No,No,2,No,0,No,No,0,86,A+,A,C-,A+
18440997,2949 Fountainhead Dr,94583,San Ramon,CA,37.768403,-121.988374,628000.0,2,2,954.0,TOWNHOUSE,13,635900.0,2784.0,2021-09-11 05:03:20.000000,561805.0,1287.0,2005-08-30 07:00:00.000000,1974,658.0,Yes,Yes,Yes,0,Yes,0,Yes,No,1,86,A+,A,C-,A+
18449274,68 Fife Ct,94583,San Ramon,CA,37.751332,-121.959011,1699999.0,3,4,3176.0,SINGLE_FAMILY,14,1782700.0,5899.0,2021-09-11 00:33:16.000000,1110318.0,15935.999999999998,2014-11-26 08:00:00.000000,1979,535.0,Yes,Yes,Yes,3,Yes,1,Yes,Yes,2,86,A+,A,C-,A+
18445839,8975 Alcosta Blvd APT 138,94583,San Ramon,CA,37.724852,-121.93701000000001,460000.0,1,2,916.0,CONDO,15,467700.0,2316.0,2021-09-10 00:38:05.000000,470084.0,286533.7060621498,2018-05-31 07:00:00.000000,1971,502.0,Yes,Yes,Yes,1,Yes,0,Yes,No,1,86,A+,A,C-,A+
18440862,2629 Fountainhead Dr,94583,San Ramon,CA,37.769948,-121.991104,749000.0,2,3,1158.0,TOWNHOUSE,15,790100.0,2996.0,2021-09-09 12:59:03.000000,632808.0,1440.0,2017-10-19 07:00:00.000000,1972,647.0,Yes,Yes,Yes,0,Yes,1,Yes,Yes,1,86,A+,A,C-,A+
18440607,3750 Norris Canyon Rd,94583,San Ramon,CA,37.768365,-121.97910700000001,1449000.0,2,3,1812.0,SINGLE_FAMILY,15,1519300.0,4500.0,2021-09-09 03:33:08.000000,97318.0,10200.0,2021-06-29 07:00:00.000000,1971,800.0,Yes,Yes,Yes,2,Yes,1,No,Yes,1,86,A+,A,C-,A+
18445937,9025 Alcosta Blvd APT 231,94583,San Ramon,CA,37.726571,-121.93558300000001,499000.0,2,2,1112.0,CONDO,15,508800.0,2848.0,2021-09-09 02:33:10.000000,198666.0,286533.7060621498,2009-04-27 07:00:00.000000,1971,449.0,Yes,Yes,Yes,0,Yes,1,Yes,Yes,1,86,A+,A,C-,A+
241642382,404 Silvercrown Way,94582,San Ramon,CA,37.754146,-121.91895,1679000.0,3,4,2534.0,SINGLE_FAMILY,22,1745800.0,4500.0,2021-09-02 23:58:49.000000,1317305.0,3143.0,2017-04-13 07:00:00.000000,2017,663.0,Yes,Yes,Yes,2,Yes,0,No,Yes,2,86,A+,A,C-,A+
18443910,21 Fircrest Ct,94583,San Ramon,CA,37.73043,-121.92673300000001,859950.0,2,2,1165.0,SINGLE_FAMILY,22,860000.0,2949.0,2021-09-02 15:23:27.000000,595606.0,5100.0,2016-09-21 07:00:00.000000,1963,738.0,Yes,Yes,Yes,2,Yes,0,Yes,Yes,1,86,A+,A,C-,A+
18444120,136 Cassandra Pl,94583,San Ramon,CA,37.727911999999996,-121.939199,1100000.0,2,3,1220.0,SINGLE_FAMILY,23,1160000.0,3599.0,2021-09-01 22:23:16.000000,316496.0,7300.0,,1964,902.0,Yes,Yes,Yes,2,Yes,1,No,Yes,1,86,A+,A,C-,A+
68042865,404 S Overlook Dr,94582,San Ramon,CA,37.766369,-121.94462800000001,699000.0,3,2,1314.0,CONDO,29,699600.0,3294.0,2021-08-26 13:53:10.000000,660139.0,286533.7060621498,2018-02-06 08:00:00.000000,1988,532.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,2,86,A+,A,C-,A+
123981992,4708 Norris Canyon Rd UNIT 203,94583,San Ramon,CA,37.775931,-121.963191,699000.0,2,2,951.0,CONDO,31,699000.0,2824.0,2021-08-24 08:02:00.000000,580137.0,286533.7060621498,2014-10-01 07:00:00.000000,2014,735.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,86,A+,A,C-,A+
18445865,8985 Alcosta Blvd APT 173,94583,San Ramon,CA,37.725062,-121.93588000000001,576800.0,2,3,1317.0,CONDO,34,584200.0,3294.0,2021-08-21 09:53:15.000000,366894.0,286533.7060621498,2003-12-05 08:00:00.000000,1971,438.0,Yes,Yes,Yes,0,Yes,1,Yes,Yes,1,86,A+,A,C-,A+
54627753,10 Brewin Ct,94583,San Ramon,CA,37.725466,-121.945698,2099900.0,3,4,2915.0,SINGLE_FAMILY,41,2099900.0,6134.0,2021-08-14 06:08:18.000000,1399348.0,12400.000000000002,2020-02-27 08:00:00.000000,1997,720.0,Yes,Yes,Yes,2,Yes,1,No,No,2,86,A+,A,C-,A+
2076318873,203 Compton Cir APT A,94583,San Ramon,CA,37.77335,-121.97839099999999,459000.0,1,1,685.0,CONDO,49,459000.0,2181.0,2021-08-07 01:28:21.000000,514005.0,685.0,,1986,670.0,Yes,Yes,Yes,0,Yes,1,Yes,Yes,1,86,A+,A,C-,A+
18450879,3941 Crow Canyon Rd,94582,San Ramon,CA,37.785353,-121.953217,640000.0,2,2,922.0,CONDO,78,640000.0,2562.0,2021-07-09 00:03:11.000000,261652.0,286533.7060621498,2012-07-27 07:00:00.000000,1987,694.0,Yes,Yes,Yes,1,Yes,1,Yes,No,1,86,A+,A,C-,A+
240930983,7000 Camino Tassajara Rd,94526,Danville,CA,37.768840000000004,-121.8722,5950000.0,3,3,1200.0,SINGLE_FAMILY,94,5950000.0,3599.0,2021-06-22 07:44:29.000000,2719321.0,8207574.999999998,,1990,4958.0,Yes,Yes,Yes,1,Yes,0,No,No,0,86,A+,A+,D,A+
249601795,1850-1870 Bear Tree Rd,94583,San Ramon,CA,37.802609000000004,-122.024778,3300000.0,4,3,3427.0,SINGLE_FAMILY,132,3300000.0,9640.0,2021-05-15 04:04:36.000000,1187470.0,958973.0,,2017,963.0,Yes,Yes,No,6,Yes,3,No,Yes,0,86,A+,A,C-,A+
19551111,1730 Halford Ave APT 243,95051,Santa Clara,CA,37.354068,-121.999241,639000.0,2,2,983.0,CONDO,0,645667.0,2496.0,2021-09-25 07:33:00.000000,577422.0,1568.0,2017-09-29 07:00:00.000000,1970,650.0,Yes,Yes,No,0,Yes,0,No,Yes,0,74,C-,B+,B,C
64761891,2250 Monroe St APT 194,95050,Santa Clara,CA,37.361383000000004,-121.963127,539000.0,1,1,716.0,CONDO,0,539000.0,2199.0,2021-09-25 06:52:00.000000,635000.0,716.0,2018-08-17 07:00:00.000000,1987,753.0,Yes,Yes,Yes,0,Yes,0,No,No,0,74,C-,B+,B,C
82955967,851 Monroe St,95050,Santa Clara,CA,37.347218,-121.946827,1399000.0,3,4,1840.0,SINGLE_FAMILY,0,1457097.0,4342.0,2021-09-25 04:21:00.000000,954024.0,2683.0,2016-09-13 07:00:00.000000,2008,760.0,Yes,Yes,Yes,1,Yes,0,No,No,0,74,C-,B+,B,C
61322221,4348 Watson Cir,95054,Santa Clara,CA,37.399561,-121.94878200000001,1499800.0,4,3,1657.0,SINGLE_FAMILY,0,1579343.0,4251.0,2021-09-25 02:15:00.000000,957081.0,1794.0,2012-11-01 07:00:00.000000,2004,905.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,74,C-,B+,B,C
19597648,3360 Princeton Ct,95051,Santa Clara,CA,37.336569,-121.990023,1788888.0,2,4,1760.0,SINGLE_FAMILY,0,2039300.0,4330.0,2021-09-25 00:02:00.000000,1474771.0,7296.0,2015-04-28 07:00:00.000000,1961,1016.0,Yes,Yes,No,1,Yes,0,No,No,0,74,C-,B+,B,C
19581435,870 Fremont St APT 102,95050,Santa Clara,CA,37.352094,-121.943748,899000.0,3,2,1408.0,CONDO,0,931143.0,3198.0,2021-09-24 20:37:00.000000,547268.0,871.0,2020-05-13 07:00:00.000000,1980,638.0,Yes,Yes,No,0,Yes,0,No,Yes,0,74,C-,B+,B,C
69301609,1865 Palm View Pl APT 128,95050,Santa Clara,CA,37.357096000000006,-121.95920100000001,648988.0,1,1,760.0,CONDO,0,655624.0,2206.0,2021-09-24 08:54:00.000000,541216.0,1733.0,2016-10-21 07:00:00.000000,1978,854.0,Yes,Yes,Yes,0,Yes,0,No,No,0,74,C-,B+,B,C
19488460,4916 Plaza Escuela,95054,Santa Clara,CA,37.404574,-121.96481299999999,724000.0,2,2,1080.0,TOWNHOUSE,0,740837.0,2952.0,2021-09-24 07:39:00.000000,620806.0,945.0,2016-10-18 07:00:00.000000,1978,670.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,74,C-,B+,B,C
19488567,2168 Avenida De Las Flores,95054,Santa Clara,CA,37.402648,-121.962819,1588888.0,3,4,1850.0,SINGLE_FAMILY,1,1692488.0,4378.0,2021-09-24 00:48:00.000000,318805.0,6337.0,2021-07-20 07:00:00.000000,1976,859.0,Yes,Yes,Yes,1,No,0,No,No,0,74,C-,B+,B,C
19593947,1372 McPherson St,95051,Santa Clara,CA,37.350229999999996,-121.989574,1290000.0,2,3,1166.0,SINGLE_FAMILY,1,1347300.0,3797.0,2021-09-23 20:57:00.000000,217266.0,5000.0,,1954,1106.0,No,Yes,No,1,No,0,No,No,0,74,C-,B+,B,C
19554902,3408 Saint Marys Pl,95051,Santa Clara,CA,37.365867,-121.989877,1768888.0,3,5,2352.0,SINGLE_FAMILY,1,1957100.0,5166.0,2021-09-23 14:05:00.000000,1004548.0,7270.0,2007-05-22 07:00:00.000000,1957,752.0,Yes,Yes,Yes,1,Yes,0,No,No,0,74,C-,B+,B,C
69300086,3901 Lick Mill Blvd APT 110,95054,Santa Clara,CA,37.396396,-121.94273799999999,690000.0,1,1,900.0,CONDO,1,696491.0,2562.0,2021-09-23 12:52:00.000000,359980.0,900.0,2010-06-30 07:00:00.000000,2005,767.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,74,C-,B+,B,C
19595584,949 White Dr,95051,Santa Clara,CA,37.342987,-121.972327,1398000.0,2,3,1517.0,SINGLE_FAMILY,1,1443000.0,4095.0,2021-09-23 06:23:00.000000,393141.0,5850.0,1997-05-30 07:00:00.000000,1955,922.0,Yes,Yes,No,1,Yes,0,No,No,0,74,C-,B+,B,C
61322111,984 Garrity Way,95054,Santa Clara,CA,37.398821999999996,-121.950965,2399000.0,4,5,3113.0,SINGLE_FAMILY,1,2492699.0,5999.0,2021-09-23 06:21:00.000000,1225925.0,4673.0,2004-08-27 07:00:00.000000,2003,771.0,Yes,Yes,Yes,2,No,0,No,No,0,74,C-,B+,B,C
19618542,476 Giannini Dr,95051,Santa Clara,CA,37.3309,-122.002303,2150000.0,3,5,2331.0,SINGLE_FAMILY,2,2352200.0,4995.0,2021-09-23 00:41:00.000000,1219527.0,6878.0,2013-07-08 07:00:00.000000,1959,922.0,Yes,Yes,Yes,0,Yes,0,No,No,0,74,C-,B+,B,C
19551306,3735 Terstena Pl APT 158,95051,Santa Clara,CA,37.358299,-121.999698,680000.0,1,2,912.0,CONDO,2,681238.0,2499.0,2021-09-22 12:11:00.000000,356030.0,871.0,2021-08-03 07:00:00.000000,1986,746.0,Yes,Yes,Yes,2,Yes,0,No,Yes,0,74,C-,B+,B,C
325805890,3016 Lamory Pl,95051,Santa Clara,CA,37.348675,-121.984325,1908000.0,4,4,2229.0,CONDO,2,1938446.0,5198.0,2021-09-22 06:21:00.000000,259875.0,1224.0,,2020,856.0,No,Yes,Yes,1,No,0,No,No,0,74,C-,B+,B,C
2072084865,"Belmont Plan, East Lawrence Station",95051,Santa Clara,CA,37.3754,-121.9873,1644995.0,4,4,1943.0,TOWNHOUSE,3,1644995.0,3432.0,2021-09-21 04:16:00.000000,514005.0,286533.7060621498,,2021,847.0,No,No,No,2,No,0,No,No,0,74,C-,B+,B,C
2072084866,"Westfield Plan, East Lawrence Station",95051,Santa Clara,CA,37.3754,-121.9873,1714995.0,4,4,2154.0,TOWNHOUSE,4,1714995.0,3432.0,2021-09-20 04:16:00.000000,514005.0,286533.7060621498,,2021,796.0,No,No,No,2,No,0,No,No,0,74,C-,B+,B,C
2072084863,"Mateo Plan, East Lawrence Station",95051,Santa Clara,CA,37.3754,-121.9873,1214995.0,3,2,1205.0,TOWNHOUSE,5,1214995.0,3432.0,2021-09-19 04:16:00.000000,514005.0,286533.7060621498,,2021,1008.0,No,No,No,2,No,0,No,No,0,74,C-,B+,B,C
19597493,1400 Bowe Ave APT 1701,95051,Santa Clara,CA,37.350343,-121.973712,789000.0,2,2,1062.0,CONDO,6,809979.0,2749.0,2021-09-19 01:38:00.000000,764694.0,1306.0,2017-09-15 07:00:00.000000,1986,743.0,Yes,Yes,No,0,No,0,No,No,0,74,C-,B+,B,C
19487982,871 Clyde Ave,95054,Santa Clara,CA,37.391148,-121.94986999999999,1249999.0,2,3,1568.0,SINGLE_FAMILY,6,1279500.0,3994.0,2021-09-18 10:38:07.000000,560629.0,7500.0,2010-05-28 07:00:00.000000,1961,797.0,Yes,Yes,Yes,2,Yes,1,No,No,1,74,C-,B+,B,C
19607608,237 N Henry Ave,95050,Santa Clara,CA,37.324596,-121.955552,1600000.0,2,3,1450.0,SINGLE_FAMILY,6,1659392.0,4069.0,2021-09-18 07:33:00.000000,337469.0,9757.0,,1952,1103.0,Yes,Yes,Yes,2,Yes,0,Yes,No,0,74,C-,B+,B,C
2068457280,954 Kiely Blvd E,95051,Santa Clara,CA,37.342878999999996,-121.980497,387000.0,1,1,440.0,CONDO,6,387000.0,4500.0,2021-09-18 02:53:00.000000,514005.0,286533.7060621498,,1971,880.0,No,Yes,No,0,Yes,0,No,No,0,74,C-,B+,B,C
2079032815,"Ruby Plan, Apex at Lawrence Station",95051,Santa Clara,CA,37.375382,-121.987325,983995.0,1,1,936.0,CONDO,7,983995.0,3432.0,2021-09-17 16:16:00.000000,514005.0,286533.7060621498,,2021,1051.0,No,No,No,0,No,0,No,No,0,74,C-,B+,B,C
69300220,3901 Lick Mill Blvd APT 340,95054,Santa Clara,CA,37.396396,-121.94273799999999,699888.0,1,1,834.0,CONDO,7,706148.0,2496.0,2021-09-17 11:17:00.000000,447232.0,871.0,2013-10-04 07:00:00.000000,2005,839.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,74,C-,B+,B,C
19490501,4154 Cheeney St,95054,Santa Clara,CA,37.391985,-121.960553,1198888.0,1,3,1072.0,SINGLE_FAMILY,7,1287500.0,3087.0,2021-09-17 10:09:11.000000,122145.0,7850.0,2021-04-20 07:00:00.000000,1949,1118.0,Yes,Yes,Yes,2,Yes,0,No,Yes,0,74,C-,B+,B,C
19557833,2070 Elm Leaf Ct,95050,Santa Clara,CA,37.359709,-121.964051,895000.0,2,2,1256.0,TOWNHOUSE,8,925877.0,2996.0,2021-09-17 01:04:00.000000,470880.0,831.0,2011-08-31 07:00:00.000000,1984,713.0,Yes,Yes,Yes,1,Yes,0,No,No,0,74,C-,B+,B,C
2079032816,"Emerald Plan, Apex at Lawrence Station",95051,Santa Clara,CA,37.375382,-121.987325,1206645.0,3,2,1347.0,CONDO,8,1206645.0,3432.0,2021-09-16 16:16:00.000000,514005.0,286533.7060621498,,2021,896.0,No,No,No,0,No,0,No,No,0,74,C-,B+,B,C
79842436,1883 Agnew Rd UNIT 348,95054,Santa Clara,CA,37.39546,-121.958047,799000.0,2,2,1070.0,CONDO,8,825130.0,2849.0,2021-09-16 14:07:00.000000,798026.0,435.0,2016-07-19 07:00:00.000000,2006,747.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,74,C-,B+,B,C
19596391,3349 Soares Ct,95051,Santa Clara,CA,37.344274,-121.98831399999999,1950000.0,2,3,1733.0,SINGLE_FAMILY,8,2117200.0,4250.0,2021-09-16 11:08:00.000000,90991.0,10184.0,,1965,1125.0,Yes,Yes,No,0,Yes,0,No,Yes,0,74,C-,B+,B,C
2072084860,"Campbell Plan, East Lawrence Station",95051,Santa Clara,CA,37.3754,-121.9873,1314995.0,2,2,1440.0,TOWNHOUSE,8,1314995.0,3432.0,2021-09-16 04:16:00.000000,514005.0,286533.7060621498,,2021,913.0,No,No,No,2,No,0,No,No,0,74,C-,B+,B,C
79841943,1883 Agnew Rd UNIT 360,95054,Santa Clara,CA,37.39546,-121.958047,799000.0,2,2,1070.0,CONDO,9,825100.0,2849.0,2021-09-16 01:34:00.000000,510436.0,435.0,2008-05-28 07:00:00.000000,2006,747.0,Yes,Yes,Yes,0,Yes,0,No,No,0,74,C-,B+,B,C
19554587,3379 Machado Ave,95051,Santa Clara,CA,37.362062,-121.98983500000001,1799950.0,2,4,2497.0,SINGLE_FAMILY,9,1978700.0,4905.0,2021-09-15 03:54:00.000000,98816.0,5998.0,2001-04-27 07:00:00.000000,1957,721.0,Yes,Yes,Yes,0,Yes,0,No,No,0,74,C-,B+,B,C
19557451,1700 Civic Center Dr APT 513,95050,Santa Clara,CA,37.353321,-121.95595,475000.0,1,1,653.0,CONDO,10,471800.0,1895.0,2021-09-15 00:33:15.000000,413870.0,871.0,2017-01-26 08:00:00.000000,1972,727.0,Yes,Yes,No,1,Yes,0,Yes,Yes,1,74,C-,B+,B,C
2079032818,"Pearl Plan, Apex at Lawrence Station",95051,Santa Clara,CA,37.375382,-121.987325,1532660.0,3,3,1774.0,CONDO,10,1532660.0,3432.0,2021-09-14 16:16:00.000000,514005.0,286533.7060621498,,2021,864.0,No,No,No,0,No,0,No,No,0,74,C-,B+,B,C
64595549,4060 Crandall Cir,95054,Santa Clara,CA,37.397064,-121.94596499999999,1399000.0,3,3,1716.0,TOWNHOUSE,10,1478000.0,4094.0,2021-09-14 08:52:00.000000,952756.0,1215.0,2014-03-14 07:00:00.000000,2004,815.0,No,Yes,Yes,1,No,0,No,No,0,74,C-,B+,B,C
2068511455,3578 Rambla Pl #513,95051,Santa Clara,CA,37.375105,-121.995073,1347645.0,3,2,1432.0,CONDO,10,1347645.0,4500.0,2021-09-14 05:18:20.000000,514005.0,286533.7060621498,,2021,941.0,Yes,Yes,Yes,1,Yes,0,Yes,Yes,3,74,C-,B+,B,C
2079032817,"Amethyst Plan, Apex at Lawrence Station",95051,Santa Clara,CA,37.375382,-121.987325,1231975.0,3,2,1537.0,CONDO,12,1231975.0,3432.0,2021-09-12 16:16:00.000000,514005.0,286533.7060621498,,2021,802.0,No,No,No,0,No,0,No,No,0,74,C-,B+,B,C
19596511,3321 Benton St,95051,Santa Clara,CA,37.345562,-121.98843600000001,1079999.0,3,4,1476.0,TOWNHOUSE,13,1128185.0,3691.0,2021-09-11 15:51:00.000000,1142400.0,649.0,2018-07-12 07:00:00.000000,1963,732.0,Yes,Yes,No,0,Yes,0,No,No,0,74,C-,B+,B,C
19491556,2210 Saint Claire Ct,95054,Santa Clara,CA,37.394189000000004,-121.96318799999999,1099900.0,3,3,1528.0,TOWNHOUSE,13,1151500.0,3766.0,2021-09-11 14:28:17.000000,863778.0,1575.0,2015-09-30 07:00:00.000000,1987,720.0,Yes,Yes,Yes,2,Yes,1,Yes,Yes,2,74,C-,B+,B,C
19550827,1903 Miraplaza Ct APT 7,95051,Santa Clara,CA,37.357127,-121.998193,998000.0,2,2,1041.0,CONDO,14,1029200.0,2961.0,2021-09-10 05:43:00.000000,812905.0,871.0,2016-05-19 07:00:00.000000,1986,959.0,No,Yes,Yes,0,No,0,No,No,0,74,C-,B+,B,C
64828907,2250 Monroe St APT 386,95050,Santa Clara,CA,37.361383000000004,-121.963127,554888.0,1,1,716.0,CONDO,14,554943.0,2199.0,2021-09-10 05:11:00.000000,441628.0,714.0,2015-07-10 07:00:00.000000,1987,775.0,Yes,Yes,Yes,0,Yes,0,No,No,0,74,C-,B+,B,C
19601223,151 Buckingham Dr UNIT 238,95051,Santa Clara,CA,37.326621,-121.971375,549000.0,1,1,862.0,CONDO,15,551100.0,2062.0,2021-09-09 23:33:00.000000,192704.0,945.0,1999-02-17 08:00:00.000000,1969,637.0,Yes,Yes,No,0,Yes,0,No,No,0,74,C-,B+,B,C
